album_artist,album,track,title,artist,duration,catalog_date
Vagabond Maurice,Stray Sessions,6,Session 07 - 独眼竜 / Dokuganryū (One-Eyed Dragon) [Prod. by Leyone Tracks],Vagabond Maurice,112.143673,2019-08-18
Vagabond Maurice,The Dragon Who Devoured the Moon [LP],4,Jusanyazuki / Callisto (BLVCK) Coffee (feat. Kyd Wah-Lee) [Prod. by Sage Nebulous  x UY],Vagabond Maurice,235.389388,2019-08-18
Blazo,Colors of Jazz 2,03/18,Tender Grapphite,Blazo,176.849000,2019-08-18
,Soft Focus,19,Yeah,Vanilla,156.238375,2019-08-18
Sinitus Tempo,Caged Bird,16/16,Days of Love (Bonus),Sinitus Tempo,172.016327,2019-08-18
Vagabond Maurice,Stray Sessions,3,Session 04 - KIMCHI (Pt 2) / The Morning Star [Prod. by Dante Starkiller],Vagabond Maurice,224.757551,2019-08-18
,Beat Session Vol.1,,Luxury,Elyonbeats,213.080833,2019-08-18
Elyonbeats,My Cinderella,03,Late Night Bus RIde,Elyonbeats,248.476750,2019-08-18
,For What It's Worth,13,Rashida,Vanilla,224.731458,2019-08-18
,Beat Tape 2,,Come Back,Tom Misch,257.384490,2019-08-18
Breezewax,Impressions Vol. 2,2,Nujabes feat Shing02 - Luv​(​sic) Part 4 (Breezewax Remix),Breezewax,255.425306,2019-08-18
,The Joachim Remixes Vol. 5,,Make Love Interlude,Freddie Joachim,81.920000,2019-08-18
,Blue Silk Instrumentals,02/11,Good Days Will Come (Instrumental),Funky DL,218.253061,2019-08-18
,Da' Miilkrate,,Keep It Real,Miilkbone,234.919184,2019-08-18
Blazo,Colors of Jazz,15/18,Reflecting Purple,Blazo,159.242458,2019-08-18
Blazo,Colors of Jazz 2,14/18,Calm Grey,Blazo,184.346125,2019-08-18
Nujabes,Spiritual State,13,Prayer,Nujabes,209.319208,2019-08-18
,,,Secret Whisper,Stan Forebee,255.764898,2019-08-18
,,,give me a hug,wun two,216.346122,2019-08-18
,,,Cubizm (prod. FloFilz),TearZ NaBoo,160.835918,2019-08-18
ElyonBeats,Mindless Beats,19/21,Smoke and Mirrors,ElyonBeats,235.180417,2019-08-18
,,,The Beatnuts / Props Over Here (mad Jazzy Remix),mad smoky,250.435918,2019-08-18
nujabes,Luv (Sic) Part 4 Featuring Shing02 - Single,01/01,Luv(sic) part 4 feat. Shing02,nujabes,315.376333,2019-08-18
,Ipanema EP,08,Ipanema,saib.,144.744490,2019-08-18
ElyonBeats,Journey,17/18,Going Back,ElyonBeats,202.971458,2019-08-18
Joomanji,Manj,10,Spread Too Thin (Feat. Lindsay Olsen) (Remastered),Joomanji,285.701224,2019-08-18
aso.,nite loopz.,6,soul loopz.,aso.,70.504490,2019-08-18
Hocus Pocus,16 pièces,7/16,"Signes des temps (feat. Stro the 89th Key, Mr. J. Medeiros)",Hocus Pocus,208.169796,2019-08-18
,,,Hysteria (Feat.강산여울),A June & J Beat,185.913469,2019-08-18
,Museum,02,Ma Petite Amie,ElyonBeats,254.223708,2019-08-18
,Sincere EP,,Love Is Real,Moods,201.717551,2019-08-18
,For What It's Worth,09,Wishiknew,Vanilla,141.191875,2019-08-18
,Into the Past,10,Afternoon,Elyon,196.571429,2019-08-18
Moderator,Escape,15,Bossa For Your Feet,Moderator,164.362449,2019-08-18
Blazo,Colors of Jazz,06/18,Fresh Orange,Blazo,174.315125,2019-08-18
wun two,rio,2,A2 - samba to massage your mate by,wun two,148.192653,2019-08-18
Question & Freddie Joachim,Study Guide (Deluxe Version),1,Autumn,Question,181.368163,2019-08-18
,,,Jazzy Paris.,saib.,268.591020,2019-08-18
,,,Parallel Universe ft. Shing02,Marcus D (Artwork by Kento Tanaka),279.771458,2019-08-18
,,,Compton,origamik.,120.032653,2019-08-18
Blazo,Colors of Jazz,13/18,Mellow Brown,Blazo,141.322458,2019-08-18
Flowy x Flofliz x 12Vince,DIALOG,13/17,Slowy FloFilz 12Vince - Pantomime,Flowy x Flofliz x 12Vince,105.613061,2019-08-18
,,,David Chief - Hear Me (Origamik Edit),origamik.,122.697143,2019-08-18
The Jazz Jousters,Sugarcane,9,"So, Where Were We?",B 3 N B i,223.033469,2019-08-18
,Fellowship,,Heartless,Rythmatical,168.829438,2019-08-18
Vanilla,Sweet Talk,24,Don't Matter,Vanilla,219.271837,2019-08-18
Free the Robots,Free the Robots - EP,03/06,Jazzhole,Free the Robots,224.574708,2019-08-18
Sinitus Tempo,PEACELAND,03/14,New Life,Sinitus Tempo,178.782041,2019-08-18
Funky DL,The Ultimate Collection,2/37,Fantasy,Funky DL,228.075102,2019-08-18
,,,MIC GERONIMO / Shit's Real (mad Jazzy Remix),mad smoky,228.754286,2019-08-18
Azon Blaze,Spring Hill Compilation,07/14,It Seems (Prod. Robot Orchestra),Azon Blaze,195.683265,2019-08-18
Oddisee,The Good Fight,1,That's Love,Oddisee,245.760000,2019-08-18
,,,hawaii n snow (beat tape),wun two,515.004082,2019-08-18
,,,Valentine Jazz,k u n,136.437551,2019-08-18
,,,Fall (Feat LoBrow),origamik.,92.055510,2019-08-18
FloFilz x Pawcut,Duplex LP,4,A4 - Tsuyo,FloFilz,122.827755,2019-08-18
,Looking Backwards: 2001-1998,04,J Rocc Radio Promo,The Sound Providers,98.037551,2019-08-18
Question & Freddie Joachim,Study Guide (Deluxe Version),9,Question - Sun Light,Question & Freddie Joachim,222.354286,2019-08-18
Free the Robots,Free the Robots - EP Vol.2,,Swang Set,Free the Robots,190.693917,2019-08-18
,,,Mad Huppen and Beer,beatvadda,158.824490,2019-08-18
Kariu the Gameboy,Don't let the Ape's Escape side A,,Big Shotz Ft. Shintendo64,Kariu The Gameboy Shintendo64,225.768000,2019-08-18
Vagabond Maurice,Stray Sessions,1,Session 02 - Lethal Lunacy [Prod. by Leyone Tracks],Vagabond Maurice,105.874286,2019-08-18
,Jazz Sessions LP (2013),11/12,Life's Perspective,Stan Forebee,186.096327,2019-08-18
Flowy x Flofliz x 12Vince,DIALOG,10/17,Slowy FloFilz 12Vince - Internet,Flowy x Flofliz x 12Vince,133.746939,2019-08-18
AMP,amp,,Hello Hummingbird,Sam Ock,298.475125,2019-08-18
,Museum,05,Moonlight Romance,ElyonBeats,210.076750,2019-08-18
Question & Freddie Joachim,Study Guide (Deluxe Version),2,Freddie Joachim - A Maze,Question & Freddie Joachim,204.303673,2019-08-18
,For What It's Worth,20,Touch,Vanilla,166.060417,2019-08-18
Nomak,Make a Change,01,Make a Change feat. Paulie Rhyme,Nomak,239.960833,2019-08-18
,ROS - Rocking With Elegance,10/14,Exile,Kaleo,177.580417,2019-08-18
,Fifth of Never,,Give It Up (Feat. Miguel),JONMCXRO,218.697143,2019-08-18
,Soft Focus,20,Put A Spell On You,Vanilla,131.709417,2019-08-18
,,,fallinluv (friday),.sinh,216.720000,2019-08-18
,ROS - Rocking With Elegance,05/14,Blazing It Up,Kaleo,186.697167,2019-08-18
Bop Alloy,Count On Us (Single),1,"Count On Us ft. Steph, The Sapphic Songstress",Bop Alloy,214.125714,2019-08-18
Doktor Rheal,Rainy Nights,2,Crates,Doktor Rheal,170.031020,2019-08-18
Rythmatical,Behind The People,13,Second Guess (ft. Mosaek),Rythmatical,156.786939,2019-08-18
,,,Nutzlast,FloFilz,178.573061,2019-08-18
Nujabes,Spiritual State,12,Waiting For The Clouds (featuring Substantial),Nujabes,232.359208,2019-08-18
Blazo,Colors of Jazz,07/18,Misty Sapphire,Blazo,168.202458,2019-08-18
Freddie Joachim,WAITING,3,Masquerade,Freddie Joachim,196.231837,2019-08-18
blu,soul amazing (part one),18,fly (exile featuring blu),blu,229.276735,2019-08-18
aso,Chill Tape Vol.1,1,Saturday Evening,aso,69.067755,2019-08-18
Nujabes,Spiritual State,02,Sky is Tumbling (featuring Cise Star),Nujabes,269.400833,2019-08-18
,Nightgowns,,Nightgowns (feat. Loyle Carner),Tom Misch,166.217143,2019-08-18
Blazo,Colors of Jazz 2,08/18,Rainy Indygo,Blazo,197.093917,2019-08-18
Common,thisisme then: the best of common,8/15,Resurrection,Common,228.414694,2019-08-18
BLEE,BLEE Project,08/11,Guilty by Association featuring Jas Mace of The 49ers,BLEE,171.676735,2019-08-18
DJ Ezasscul,Jazz Meditation Trilogy: Deluxe Edition,38/40,Remember Me,DJ Ezasscul,240.091458,2019-08-18
,,,Got It Going On. ft A Tribe Called Quest,Tom Misch,125.492245,2019-08-18
,Dreamscape: Part 2,04/10,Blue Groove,brandon*,245.681633,2019-08-18
,,,(re)groovin,saib.,232.385306,2019-08-18
,,,Rememberin',beatvadda,144.927347,2019-08-18
,,,Monthrope,Mono:Massive,160.757551,2019-08-18
,il dramma,01/01,il dramma,Yakkle,235.441667,2019-08-18
,Broken Time,17,Black and White (No Sample),Elyonbeats,233.508571,2019-08-18
FloFilz,keineideeistneu,1,Gitdown (The Artifacts - C'mon wit da git down Remix),FloFilz,235.702857,2019-08-18
Kero One,In All the Wrong Places - EP,01/04,In All the Wrong Places,Kero One,467.226125,2019-08-18
,ROS - Rocking With Elegance,03/14,A Night To Remember,Kaleo,176.927375,2019-08-18
DJ Ezasscul,Melodic Therapy,08/18,Deep Thoughts (For The Record),DJ Ezasscul,195.265333,2019-08-18
,Second Nature,16,Renaissance Ft. Lone Catalysts,All Natural,287.111837,2019-08-18
,,,Sippin,FloFilz,245.211425,2019-08-18
LuzID,Step One (Prod. by Elyon Beats),02/05,Difficult Relations,LuzID,258.115958,2019-08-18
Blazo,Colors of Jazz,11/18,Clever Red,Blazo,161.906958,2019-08-18
Sinitus Tempo,Caged Bird,10/16,Sunset Over Blue Eyes,Sinitus Tempo,183.040000,2019-08-18
,,,Jacob's Ladder [feat. Substantial],CYNE,199.915102,2019-08-18
,,,還元(Yakkle Remix),Yakkle,230.164917,2019-08-18
,Spring Love [2014],04/08,No Brochures (Feat. SkyBlew & Faith),A June & J Beat,235.833469,2019-08-18
Substantial,Sacrifice,07/16,My Favorite Things (feat. Steph),Substantial,296.228583,2019-08-18
,Broken Time,12,The Jazzhop (feat. 142 Crew),Elyonbeats,232.333061,2019-08-18
,Illuminus,08,Findaway,Kenichiro Nishihara,133.851429,2019-08-18
,Soft Focus,13,Again & Again (Interlude),Vanilla,51.748583,2019-08-18
Ljones,Soul Below,6,Autumn Groove,Ljones,193.750204,2019-08-18
,,,always,.sinh,106.057143,2019-08-18
,For What It's Worth,01,Intro (Feat. Bagul),Vanilla,41.404083,2019-08-18
,,,Jazzmatic ft. Steph the Sapphic Songstress,Bop Alloy,176.692250,2019-08-18
,For What It's Worth,15,VLNTN,Vanilla,142.445750,2019-08-18
,,,Truth,Slim the Chemist,156.891425,2019-08-18
,Fellowship,,I Try,Rythmatical,192.026125,2019-08-18
,,,LeDisquaireBleu76  (tajima hal x NJ.Bot),tajima hal,179.147755,2019-08-18
QSTN,Interludes & Interpretations,8,Goin' To Wichita,QSTN,126.981224,2019-08-18
En Kyoto,En Kyoto,13/15,Tajima Hal - Grape Choice,tajima hal,151.875918,2019-08-18
Daimyo,Blessed Relief,14/15,Indigo ft. Sketch Lightly,Daimyo,217.521633,2019-08-18
Blazo,Colors of Jazz,04/18,Sky Blue,Blazo,187.193500,2019-08-18
Medina Green,U-Know The Flex Mix Tape Vol. 1,3,Beef,Mos Def,201.602800,2019-08-18
Medina Green,U-Know The Flex Mix Tape Vol. 1,4,Crosstown Beef feat. Mos Def,Medina Green,270.715600,2019-08-18
Medina Green,U-Know The Flex Mix Tape Vol. 1,13,Sugar,Medina Green,241.118200,2019-08-18
Medina Green,U-Know The Flex Mix Tape Vol. 1,12,From Da Hood feat. Young Cash,Medina Green,205.491700,2019-08-18
Medina Green,U-Know The Flex Mix Tape Vol. 1,8,Excellence,Mos Def,133.012000,2019-08-18
,,,The Next Spit Vol. 3,DJ Eleven & MF DOOM,4423.053061,2019-08-18
Talib Kweli,Indie 500,11/13,Bangers (feat. MK Asante & Halo),Talib Kweli & 9th Wonder,219.977143,2019-08-18
Talib Kweli,Indie 500,06/13,Life Ahead of Me (feat. Rapsody),Talib Kweli & 9th Wonder,261.955918,2019-08-18
Talib Kweli,Indie 500,13/13,Understand (feat. Brother Ali & Planet Asia),Talib Kweli & 9th Wonder,294.896327,2019-08-18
Talib Kweli,Gutter Rainbows,14,Self Savior (feat. Chace Infinite),Talib Kweli,194.455510,2019-08-18
Talib Kweli,Gutter Rainbows,07,Wait For You (feat. Kendra Ross),Talib Kweli,225.750204,2019-08-18
Talib Kweli,Prisoner Of Conscious,14,Favela Love (Feat. Seu Jorge),Talib Kweli,379.637551,2019-08-18
Talib Kweli,Quality,03,Get By,Talib Kweli,227.474286,2019-08-18
Talib Kweli,Quality,10,Put It In The Air (feat. DJ Quik),Talib Kweli,296.907755,2019-08-18
Talib Kweli,Quality,04,Shock Body,Talib Kweli,229.825306,2019-08-18
Talib Kweli,Quality,15,Won't You Stay (feat. Kendra Ross),Talib Kweli,325.903673,2019-08-18
Talib Kweli,Quality,06,Waitin' For The DJ (feat. Bilal),Talib Kweli,243.644082,2019-08-18
Talib Kweli,Quality,13,Stand To The Side (feat. Novel & Vinia Mojica),Talib Kweli,392.228571,2019-08-18
Talib Kweli,Quality,07,Joy (feat. Mos Def),Talib Kweli,254.667755,2019-08-18
Talib Kweli,Quality,14,Good To You,Talib Kweli,261.224490,2019-08-18
Talib Kweli,Fuck The Money,08,Butterfly feat. Steffanie Christi'an (Prod. Kaytranada),Talib Kweli,229.995200,2019-08-18
Talib Kweli,Talib Kweli - (2004) The Beautiful (Mix CD) [320],03,Buck 'Em Down (Featuring Styles P),Talib Kweli,160.003200,2019-08-18
Talib Kweli,Talib Kweli - (2004) The Beautiful (Mix CD) [320],04,Get 'Em (Featuring Fabulous & Paul Cain),Talib Kweli,238.004856,2019-08-18
Talib Kweli,Kweli: Confidential - The Best Of Talib Kweli,05,Fly That Knot,Talib Kweli,117.002449,2019-08-18
Talib Kweli,Kweli: Confidential - The Best Of Talib Kweli,06,Beef 2,Talib Kweli,96.548571,2019-08-18
Talib Kweli,Kweli: Confidential - The Best Of Talib Kweli,03,SubwaySurfin,Talib Kweli,216.372245,2019-08-18
Talib Kweli,Kweli: Confidential - The Best Of Talib Kweli,18,Old School Rules,Danger Doom,137.639184,2019-08-18
Talib Kweli,Kweli: Confidential - The Best Of Talib Kweli,07,On Top,Talib Kweli,98.742857,2019-08-18
Talib Kweli,Kweli: Confidential - The Best Of Talib Kweli,20,Like That,Black Eyed Peas,163.631020,2019-08-18
Talib Kweli,Kweli: Confidential - The Best Of Talib Kweli,14,Fallin' Star,Talib Kweli,90.932245,2019-08-18
Talib Kweli,Kweli: Confidential - The Best Of Talib Kweli,16,Temperature,Zion I,115.513469,2019-08-18
Talib Kweli,Kweli: Confidential - The Best Of Talib Kweli,10,Stay High Freestyle,Talib Kweli,139.284898,2019-08-18
Talib Kweli,Kweli: Confidential - The Best Of Talib Kweli,12,None Of Us Are Free,Bun B,167.262041,2019-08-18
Talib Kweli,Kweli: Confidential - The Best Of Talib Kweli,13,Ridin',David Banner,260.101224,2019-08-18
Talib Kweli,Kweli: Confidential - The Best Of Talib Kweli,21,Music {Remix},Leela James,242.808163,2019-08-18
Talib Kweli,Kweli: Confidential - The Best Of Talib Kweli,15,Hot Nite,Me'Shell NdegéOcello,142.315102,2019-08-18
Talib Kweli,Kweli: Confidential - The Best Of Talib Kweli,19,Raw Shit,Jaylib,190.511020,2019-08-18
Talib Kweli,Kweli: Confidential - The Best Of Talib Kweli,04,Maurico Freestyle,Talib Kweli,105.900408,2019-08-18
Talib Kweli,Kweli: Confidential - The Best Of Talib Kweli,17,We Can Make It Better,Kanye West,234.422857,2019-08-18
Talib Kweli,Kweli: Confidential - The Best Of Talib Kweli,08,Who Got It,Talib Kweli,117.864490,2019-08-18
Talib Kweli,Kweli: Confidential - The Best Of Talib Kweli,09,Crystal Stair,Smif-N-Wessun,160.000000,2019-08-18
Talib Kweli,Kweli: Confidential - The Best Of Talib Kweli,11,How We Do It,Reflection Eternal,218.880000,2019-08-18
Talib Kweli,Freestyles & Rarities,06,Minute Freestyle With Mos Def,Talib Kweli,183.937250,2019-08-18
Talib Kweli,Freestyles & Rarities,11,Minute Freestyle With Mos Def,Talib Kweli,366.167750,2019-08-18
Talib Kweli,Freestyles & Rarities,08,Hard Margin,Talib Kweli,268.911958,2019-08-18
Talib Kweli,Freestyles & Rarities,10,Lyrical Frustration Remix,Talib Kweli,226.645833,2019-08-18
Talib Kweli,Freestyles & Rarities,15,Minute Freestyle with Mos Def,Talib Kweli,261.573167,2019-08-18
Talib Kweli,Freestyles & Rarities,05,Lyrical Frustration,Talib Kweli,221.499708,2019-08-18
Talib Kweli,Freestyles & Rarities,13,2000 Seasons,Talib Kweli,237.460542,2019-08-18
Talib Kweli,Freestyles & Rarities,04,What,Talib Kweli,273.248292,2019-08-18
Talib Kweli,Freestyles & Rarities,03,Respiration (Dr. Luke Remix),Talib Kweli,231.241250,2019-08-18
Talib Kweli,The Beautiful Struggle,13,Beautiful Struggle,Talib Kweli,244.480000,2019-08-18
Talib Kweli,The Beautiful Struggle,02,Back Up Offa Me,Talib Kweli,217.861224,2019-08-18
Talib Kweli,The Seven,02,Brown Guys,Talib Kweli & Styles P,151.771429,2019-08-18
Talib Kweli,The Seven,03,"Nine Point Five feat. Jadakiss, Sheek Louch & NIKO IS",Talib Kweli & Styles P,295.601633,2019-08-18
Talib Kweli,Liberation,02,Funny Money,Talib Kweli & Madlib,184.920816,2019-08-18
Talib Kweli,Right About Now (The Official Sucka Free Mix CD),07,Supreme Supreme (feat. Mos Def),Talib Kweli,270.471837,2019-08-18
Talib Kweli,Right About Now (The Official Sucka Free Mix CD),12,Two & Two,Talib Kweli,345.600000,2019-08-18
Talib Kweli,Right About Now (The Official Sucka Free Mix CD),16,7:30 (feat. Res),Talib Kweli,237.662041,2019-08-18
Talib Kweli,Right About Now (The Official Sucka Free Mix CD),04,Fly That Knot (feat. MF Doom),Talib Kweli,248.528980,2019-08-18
Talib Kweli,Eardrum,13,Hot Thing (feat. Will.i.Am),Talib Kweli,228.493061,2019-08-18
Talib Kweli,Eardrum,12,Stay Around,Talib Kweli,256.026122,2019-08-18
Talib Kweli,Eardrum,20,The Nature (feat. Justin Timberlake),Talib Kweli,301.818776,2019-08-18
Talib Kweli,Eardrum,05,Country Cousins (feat. UGK & Raheem DeVaughn),Talib Kweli,271.412245,2019-08-18
Talib Kweli,Eardrum,09,Soon The New Day (feat. Norah Jones),Talib Kweli,242.494694,2019-08-18
Talib Kweli,Eardrum,14,Space Fruit (Interlude),Talib Kweli,91.768163,2019-08-18
Talib Kweli,Talib Kweli - Top Kwelity Classics Vol. 1,20,Where Do We Go,Talib Kweli,140.300044,2019-08-18
Talib Kweli,Talib Kweli - Top Kwelity Classics Vol. 1,14,The Express,Talib Kweli,223.913125,2019-08-18
Talib Kweli,Talib Kweli - Top Kwelity Classics Vol. 1,12,Chaos (feat. Bahamadia),Talib Kweli,201.557958,2019-08-18
Talib Kweli,Talib Kweli - Top Kwelity Classics Vol. 1,16,Time Zone (feat. Apani B. Fly),Talib Kweli,243.430292,2019-08-18
Talib Kweli,Talib Kweli - Top Kwelity Classics Vol. 1,09,Fruits Of Labor (Remix  feat. Wizdom Life & Matt Fingers),Talib Kweli,245.255167,2019-08-18
Talib Kweli,Talib Kweli - Top Kwelity Classics Vol. 1,23,Don't Let Up (feat. Planet Asia),Talib Kweli,221.829292,2019-08-18
Talib Kweli,Talib Kweli - Top Kwelity Classics Vol. 1,11,Sharp Shooters (feat. Dead Prez),Talib Kweli,199.832625,2019-08-18
Talib Kweli,Talib Kweli - Top Kwelity Classics Vol. 1,22,Fortified Lifes (feat. Mr. Eon & Mos Def),Talib Kweli,264.800089,2019-08-18
Talib Kweli,Talib Kweli - Top Kwelity Classics Vol. 1,15,Lunchroom Classics (feat. Makeba Mooncycle),Talib Kweli,190.348792,2019-08-18
Talib Kweli,Talib Kweli - Top Kwelity Classics Vol. 1,06,"What If (feat. L-Fudge, Mike Zoot, Skam & Shabaam Sahdeeq)",Talib Kweli,257.193125,2019-08-18
Talib Kweli,Talib Kweli - Top Kwelity Classics Vol. 1,03,On Mission,Talib Kweli,208.221500,2019-08-18
Talib Kweli,Talib Kweli - Top Kwelity Classics Vol. 1,21,Freestyle (feat. Mos Def),Talib Kweli,145.108125,2019-08-18
Talib Kweli,Talib Kweli - Top Kwelity Classics Vol. 1,18,Mood Swings (Remix  feat. Asheru),Talib Kweli,195.370044,2019-08-18
Talib Kweli,Talib Kweli - Top Kwelity Classics Vol. 1,19,High Drama Pt. 3 (feat. Mike Zoot & Mos Def),Talib Kweli,185.983333,2019-08-18
Talib Kweli,Talib Kweli - Top Kwelity Classics Vol. 1,13,Communicate (Remix  feat. Ge-Ology & Sadat X),Talib Kweli,139.961833,2019-08-18
Talib Kweli,Talib Kweli - Top Kwelity Classics Vol. 1,04,The Anti-Love Movement (feat. Total),Talib Kweli,160.122089,2019-08-18
Talib Kweli,Talib Kweli - Top Kwelity Classics Vol. 1,01,Jackin' 4 Beats (DJ Cipha Sounds Freestyle),Talib Kweli,198.208625,2019-08-18
Talib Kweli,Talib Kweli - Top Kwelity Classics Vol. 1,17,Nuclear Hip-Hop (feat. Mood),Talib Kweli,208.971089,2019-08-18
Talib Kweli,Talib Kweli - Top Kwelity Classics Vol. 1,02,To Make Things Better (feat. N'Dea Davenport),Talib Kweli,154.980500,2019-08-18
Talib Kweli,Talib Kweli - Top Kwelity Classics Vol. 1,05,2000 Seasons,Talib Kweli,220.579878,2019-08-18
Talib Kweli,Talib Kweli - Top Kwelity Classics Vol. 1,08,The Human Element (feat. Tae),Talib Kweli,205.340044,2019-08-18
Talib Kweli,Talib Kweli - Top Kwelity Classics Vol. 1,24,Kweli Speaks,Talib Kweli,69.692500,2019-08-18
Talib Kweli,Talib Kweli - Top Kwelity Classics Vol. 1,07,Hip-Hop Worth Dying For (feat. Main Flow),Talib Kweli,218.427333,2019-08-18
Talib Kweli,Talib Kweli - Top Kwelity Classics Vol. 1,10,Oz Theme 2000 (feat. Kool G Rap & Lord Jamar),Talib Kweli,192.775167,2019-08-18
Yosaku,Rehashed,7,Always There feat. DJ Day,Yosaku,368.404898,2019-08-18
Yosaku,Rehashed,10,Manha (Yosaku re-edit),Yosaku,327.157551,2019-08-18
Yosaku,Rehashed,02,Malembe feat. Bobbito,Yosaku,401.789388,2019-08-18
Yosaku,Rehashed,05,Valdez,Yosaku,308.584490,2019-08-18
Yosaku,Rehashed,08,Da Casa (Yosaku re-edit),Yosaku,365.061224,2019-08-18
Yosaku,Rehashed,12,Bobeira,Yosaku,245.812245,2019-08-18
Yosaku,Rehashed,04,Mode For Joe,Yosaku,181.080816,2019-08-18
Yosaku,Rehashed,11,Nao Tem Nada Nao,Yosaku,332.643265,2019-08-18
Yosaku,Rehashed,09,Capu Funk (Yosaku re-edit),Yosaku,333.426939,2019-08-18
Yosaku,Rehashed,13,Atoa Atoa,Yosaku,299.493878,2019-08-18
Yosaku,Rehashed,03,Mirandolina,Yosaku,274.259592,2019-08-18
Yosaku,Rehashed,06,The Bottle feat. DJ Day,Yosaku,426.344490,2019-08-18
Yosaku,Rehashed,1,Future Paradise (original analog mix),Yosaku,475.402449,2019-08-18
Various,"Mellow Beats, Spirits & Freedom",01,Guess What (Think Twice Remix),The Jonesz,206.880000,2019-08-18
Think Twice,Rock To This Beat,10,God Bless The Childe feat. Manchilde,Think Twice,220.335000,2019-08-18
Think Twice,Rock To This Beat,2,"All I Do feat. Eternia, Schubert",Think Twice,247.897000,2019-08-18
Think Twice,Rock To This Beat,6,Back Then feat. Karma,Think Twice,222.773000,2019-08-18
Think Twice,Rock To This Beat,13,Piano Break,Think Twice,82.431000,2019-08-18
Think Twice,Rock To This Beat,14,Do You Want Me (Reprise) feat. Schubert & Nantali,Think Twice,288.671000,2019-08-18
Think Twice,Rock To This Beat,5,Supernova feat. Coates,Think Twice,209.189000,2019-08-18
Think Twice,Rock To This Beat,11,"Hands Clap feat. Golden Boy, Lotus",Think Twice,193.353000,2019-08-18
Think Twice,Rock To This Beat,12,"They Don't Know feat. The 49ers, Kosha Dillz",Think Twice,239.816000,2019-08-18
